OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
3994,16,Mayo,130507,2020/07/31 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,582,445.953090638816,,,15.7035406008684,0.762041894899671
3995,17,Meath,195044,2020/07/31 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,827,424.006890752856,,,4.07506730047382,0.318615395076952
3996,18,Monaghan,61386,2020/07/31 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,542,882.937477600756,,,2.84816460737341,0.178099248237119
3997,19,Offaly,77961,2020/07/31 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,496,636.21554366927,,,4.1874865993254,0.268659252623451
3998,20,Roscommon,64544,2020/07/31 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,349,540.716410510659,,,4.46483319992793,0.347529634263766
3999,21,Sligo,65535,2020/07/31 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,149,227.359426260777,,,5.04968010145816,0.252720853615335
4000,22,Tipperary,159553,2020/07/31 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,549,344.086291075693,,,5.61515128034759,0.565636165474652
4001,23,Waterford,116176,2020/07/31 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,162,139.44360280953,,,4.86837867325626,0.239938128906136
4002,24,Westmeath,88770,2020/07/31 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,669,753.632984116255,,,3.08909110754663,0.249849249736791
4003,25,Wexford,149722,2020/07/31 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,224,149.610611666956,,,4.26160195818847,0.311355248463619
4004,26,Wicklow,142425,2020/07/31 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,707,496.401614885027,,,3.02390998597358,0.271161130632389
4005,1,Carlow,56932,2020/08/01 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,173,303.871285041804,,,2.2841588558823,0.11886319621816
4006,2,Cavan,76176,2020/08/01 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,877,1151.28124343625,,,3.7674112393481,0.264466477248625
4007,3,Clare,118817,2020/08/01 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,394,331.602380130789,,,7.57590737284564,0.425059339393012
4008,4,Cork,542868,2020/08/01 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1567,288.652121694408,,,16.2842231601792,0.972002189699991
4009,5,Donegal,159192,2020/08/01 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,476,299.010000502538,,,15.6269075952594,0.678171191480014
4010,6,Dublin,1347359,2020/08/01 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12551,931.526044654765,,,3.33393249373436,0.125726810206428
4011,7,Galway,258058,2020/08/01 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,498,192.979872741787,,,14.9724478006633,0.822419408746906
4012,8,Kerry,147707,2020/08/01 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,316,213.937051053775,,,13.3238822746544,0.618598264043396
4013,9,Kildare,222504,2020/08/01 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1606,721.784776902887,,,3.1081417260637,0.228501976462464
4014,10,Kilkenny,99232,2020/08/01 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,361,363.793937439536,,,3.18306474726685,0.273913527880299
4015,11,Laois,84697,2020/08/01 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,300,354.203808871625,,,2.84615238062105,0.229854718801008
4016,12,Leitrim,32044,2020/08/01 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,86,268.380976157783,,,3.18223092764249,0.218332273298499
4017,13,Limerick,194899,2020/08/01 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,603,309.391017911842,,,4.99975325282574,0.354096693579968
4018,14,Longford,40873,2020/08/01 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.62163286277,,,2.23033777623013,0.147954107413603
4019,15,Louth,128884,2020/08/01 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,795,616.833741969523,,,2.56496387966836,0.113438176617696
4020,16,Mayo,130507,2020/08/01 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,582,445.953090638816,,,15.7035406008684,0.762041894899671
4021,17,Meath,195044,2020/08/01 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,827,424.006890752856,,,4.07506730047382,0.318615395076952
4022,18,Monaghan,61386,2020/08/01 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,542,882.937477600756,,,2.84816460737341,0.178099248237119
4023,19,Offaly,77961,2020/08/01 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,498,638.780928926001,,,4.1874865993254,0.268659252623451
4024,20,Roscommon,64544,2020/08/01 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,349,540.716410510659,,,4.46483319992793,0.347529634263766
4025,21,Sligo,65535,2020/08/01 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,149,227.359426260777,,,5.04968010145816,0.252720853615335
4026,22,Tipperary,159553,2020/08/01 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,549,344.086291075693,,,5.61515128034759,0.565636165474652
4027,23,Waterford,116176,2020/08/01 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,162,139.44360280953,,,4.86837867325626,0.239938128906136
4028,24,Westmeath,88770,2020/08/01 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,669,753.632984116255,,,3.08909110754663,0.249849249736791
4029,25,Wexford,149722,2020/08/01 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,224,149.610611666956,,,4.26160195818847,0.311355248463619
4030,26,Wicklow,142425,2020/08/01 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,707,496.401614885027,,,3.02390998597358,0.271161130632389
4031,1,Carlow,56932,2020/08/02 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,173,303.871285041804,,,2.2841588558823,0.11886319621816
4032,2,Cavan,76176,2020/08/02 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,877,1151.28124343625,,,3.7674112393481,0.264466477248625
4033,3,Clare,118817,2020/08/02 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,401,337.493792975753,,,7.57590737284564,0.425059339393012
4034,4,Cork,542868,2020/08/02 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1570,289.204742220945,,,16.2842231601792,0.972002189699991
4035,5,Donegal,159192,2020/08/02 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,476,299.010000502538,,,15.6269075952594,0.678171191480014
4036,6,Dublin,1347359,2020/08/02 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12553,931.674483192675,,,3.33393249373436,0.125726810206428
4037,7,Galway,258058,2020/08/02 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,498,192.979872741787,,,14.9724478006633,0.822419408746906
4038,8,Kerry,147707,2020/08/02 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,317,214.614067038123,,,13.3238822746544,0.618598264043396
4039,9,Kildare,222504,2020/08/02 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1620,728.076798619351,,,3.1081417260637,0.228501976462464
4040,10,Kilkenny,99232,2020/08/02 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,361,363.793937439536,,,3.18306474726685,0.273913527880299
4041,11,Laois,84697,2020/08/02 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,307,362.468564411963,,,2.84615238062105,0.229854718801008
4042,12,Leitrim,32044,2020/08/02 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,87,271.501685182874,,,3.18223092764249,0.218332273298499
4043,13,Limerick,194899,2020/08/02 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,604,309.904104177035,,,4.99975325282574,0.354096693579968
4044,14,Longford,40873,2020/08/02 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.62163286277,,,2.23033777623013,0.147954107413603
4045,15,Louth,128884,2020/08/02 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,796,617.609633468856,,,2.56496387966836,0.113438176617696
4046,16,Mayo,130507,2020/08/02 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,582,445.953090638816,,,15.7035406008684,0.762041894899671
4047,17,Meath,195044,2020/08/02 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,828,424.519595578434,,,4.07506730047382,0.318615395076952
4048,18,Monaghan,61386,2020/08/02 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,542,882.937477600756,,,2.84816460737341,0.178099248237119
4049,19,Offaly,77961,2020/08/02 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,503,645.194392067829,,,4.1874865993254,0.268659252623451
4050,20,Roscommon,64544,2020/08/02 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,349,540.716410510659,,,4.46483319992793,0.347529634263766
4051,21,Sligo,65535,2020/08/02 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,150,228.885328450446,,,5.04968010145816,0.252720853615335
4052,22,Tipperary,159553,2020/08/02 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,549,344.086291075693,,,5.61515128034759,0.565636165474652
4053,23,Waterford,116176,2020/08/02 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,162,139.44360280953,,,4.86837867325626,0.239938128906136
4054,24,Westmeath,88770,2020/08/02 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,670,754.75949081897,,,3.08909110754663,0.249849249736791
4055,25,Wexford,149722,2020/08/02 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,224,149.610611666956,,,4.26160195818847,0.311355248463619
4056,26,Wicklow,142425,2020/08/02 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,707,496.401614885027,,,3.02390998597358,0.271161130632389
4057,1,Carlow,56932,2020/08/03 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,173,303.871285041804,,,2.2841588558823,0.11886319621816
4058,2,Cavan,76176,2020/08/03 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,879,1153.90674228103,,,3.7674112393481,0.264466477248625
4059,3,Clare,118817,2020/08/03 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,401,337.493792975753,,,7.57590737284564,0.425059339393012
4060,4,Cork,542868,2020/08/03 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1570,289.204742220945,,,16.2842231601792,0.972002189699991
4061,5,Donegal,159192,2020/08/03 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,476,299.010000502538,,,15.6269075952594,0.678171191480014
4062,6,Dublin,1347359,2020/08/03 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12560,932.194018075361,,,3.33393249373436,0.125726810206428
4063,7,Galway,258058,2020/08/03 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,498,192.979872741787,,,14.9724478006633,0.822419408746906
4064,8,Kerry,147707,2020/08/03 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,317,214.614067038123,,,13.3238822746544,0.618598264043396
4065,9,Kildare,222504,2020/08/03 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1653,742.9079926653,,,3.1081417260637,0.228501976462464
4066,10,Kilkenny,99232,2020/08/03 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,361,363.793937439536,,,3.18306474726685,0.273913527880299
4067,11,Laois,84697,2020/08/03 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,308,363.649243774868,,,2.84615238062105,0.229854718801008
4068,12,Leitrim,32044,2020/08/03 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,87,271.501685182874,,,3.18223092764249,0.218332273298499
4069,13,Limerick,194899,2020/08/03 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,604,309.904104177035,,,4.99975325282574,0.354096693579968
4070,14,Longford,40873,2020/08/03 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.62163286277,,,2.23033777623013,0.147954107413603
4071,15,Louth,128884,2020/08/03 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,796,617.609633468856,,,2.56496387966836,0.113438176617696
4072,16,Mayo,130507,2020/08/03 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,582,445.953090638816,,,15.7035406008684,0.762041894899671
4073,17,Meath,195044,2020/08/03 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,828,424.519595578434,,,4.07506730047382,0.318615395076952
4074,18,Monaghan,61386,2020/08/03 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,542,882.937477600756,,,2.84816460737341,0.178099248237119
4075,19,Offaly,77961,2020/08/03 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,503,645.194392067829,,,4.1874865993254,0.268659252623451
4076,20,Roscommon,64544,2020/08/03 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,349,540.716410510659,,,4.46483319992793,0.347529634263766
4077,21,Sligo,65535,2020/08/03 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,151,230.411230640116,,,5.04968010145816,0.252720853615335
4078,22,Tipperary,159553,2020/08/03 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,549,344.086291075693,,,5.61515128034759,0.565636165474652
4079,23,Waterford,116176,2020/08/03 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,162,139.44360280953,,,4.86837867325626,0.239938128906136
4080,24,Westmeath,88770,2020/08/03 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,670,754.75949081897,,,3.08909110754663,0.249849249736791
4081,25,Wexford,149722,2020/08/03 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,224,149.610611666956,,,4.26160195818847,0.311355248463619
4082,26,Wicklow,142425,2020/08/03 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,707,496.401614885027,,,3.02390998597358,0.271161130632389
4083,1,Carlow,56932,2020/08/04 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,174,305.627766458231,,,2.2841588558823,0.11886319621816
4084,2,Cavan,76176,2020/08/04 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,879,1153.90674228103,,,3.7674112393481,0.264466477248625
4085,3,Clare,118817,2020/08/04 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,401,337.493792975753,,,7.57590737284564,0.425059339393012
4086,4,Cork,542868,2020/08/04 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1572,289.573155905303,,,16.2842231601792,0.972002189699991
4087,5,Donegal,159192,2020/08/04 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,481,302.150861852354,,,15.6269075952594,0.678171191480014
4088,6,Dublin,1347359,2020/08/04 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12564,932.490895151181,,,3.33393249373436,0.125726810206428
4089,7,Galway,258058,2020/08/04 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,498,192.979872741787,,,14.9724478006633,0.822419408746906
4090,8,Kerry,147707,2020/08/04 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,317,214.614067038123,,,13.3238822746544,0.618598264043396
4091,9,Kildare,222504,2020/08/04 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1663,747.402293891346,,,3.1081417260637,0.228501976462464
4092,10,Kilkenny,99232,2020/08/04 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,361,363.793937439536,,,3.18306474726685,0.273913527880299
4093,11,Laois,84697,2020/08/04 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,308,363.649243774868,,,2.84615238062105,0.229854718801008
4094,12,Leitrim,32044,2020/08/04 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,87,271.501685182874,,,3.18223092764249,0.218332273298499
4095,13,Limerick,194899,2020/08/04 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,607,311.443362972617,,,4.99975325282574,0.354096693579968
4096,14,Longford,40873,2020/08/04 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.62163286277,,,2.23033777623013,0.147954107413603
4097,15,Louth,128884,2020/08/04 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,797,618.385524968188,,,2.56496387966836,0.113438176617696
4098,16,Mayo,130507,2020/08/04 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,582,445.953090638816,,,15.7035406008684,0.762041894899671
4099,17,Meath,195044,2020/08/04 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,831,426.057710055167,,,4.07506730047382,0.318615395076952
4100,18,Monaghan,61386,2020/08/04 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,542,882.937477600756,,,2.84816460737341,0.178099248237119
4101,19,Offaly,77961,2020/08/04 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,506,649.042469952925,,,4.1874865993254,0.268659252623451
4102,20,Roscommon,64544,2020/08/04 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,349,540.716410510659,,,4.46483319992793,0.347529634263766
4103,21,Sligo,65535,2020/08/04 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,153,233.463035019455,,,5.04968010145816,0.252720853615335
4104,22,Tipperary,159553,2020/08/04 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,550,344.713042061259,,,5.61515128034759,0.565636165474652
4105,23,Waterford,116176,2020/08/04 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,162,139.44360280953,,,4.86837867325626,0.239938128906136
4106,24,Westmeath,88770,2020/08/04 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,670,754.75949081897,,,3.08909110754663,0.249849249736791
4107,25,Wexford,149722,2020/08/04 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,235,156.95756134703,,,4.26160195818847,0.311355248463619
4108,26,Wicklow,142425,2020/08/04 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,708,497.1037388099,,,3.02390998597358,0.271161130632389
4109,1,Carlow,56932,2020/08/05 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,174,305.627766458231,,,2.2841588558823,0.11886319621816
4110,2,Cavan,76176,2020/08/05 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,879,1153.90674228103,,,3.7674112393481,0.264466477248625
4111,3,Clare,118817,2020/08/05 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,403,339.177053788599,,,7.57590737284564,0.425059339393012
4112,4,Cork,542868,2020/08/05 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1575,290.12577643184,,,16.2842231601792,0.972002189699991
4113,5,Donegal,159192,2020/08/05 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,482,302.779034122318,,,15.6269075952594,0.678171191480014
4114,6,Dublin,1347359,2020/08/05 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12569,932.861991495956,,,3.33393249373436,0.125726810206428
4115,7,Galway,258058,2020/08/05 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,499,193.367382526409,,,14.9724478006633,0.822419408746906
4116,8,Kerry,147707,2020/08/05 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,317,214.614067038123,,,13.3238822746544,0.618598264043396
4117,9,Kildare,222504,2020/08/05 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1682,755.941466220832,,,3.1081417260637,0.228501976462464
4118,10,Kilkenny,99232,2020/08/05 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,361,363.793937439536,,,3.18306474726685,0.273913527880299
4119,11,Laois,84697,2020/08/05 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,316,373.094678678111,,,2.84615238062105,0.229854718801008
4120,12,Leitrim,32044,2020/08/05 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,87,271.501685182874,,,3.18223092764249,0.218332273298499
